FORMULARIO,CODIGO_ACCIDENTE,FECHA,CODIGO_VICTIMA,CODIGO_VEHICULO,TIPO_ACTOR,ESTADO,GENERO,EDAD,GRAVEDAD,CLASE_SINIESTRO,DIRECCION,LONGITUD,LATITUD,CODIGO_LOCALIDAD,TOTAL_HERIDOS,TOTAL_MUERTOS,MOD_VEHICULO,CLASE_VEHICULO,SERVICIO_VEHICULO,CODIGO_CAUSA
A001451783,10571731,23/05/22,0,1.0,MOTOCICLISTA,HERIDO,FEMENINO,27.0,2,1,CL 138  - KR 58   02,-74.064,4.728,11,2.0,,2022.0,10.0,3.0,127
A001237090,10530942,16/01/21,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,38.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 6 D 02,-74.1533786269783,4.64325772267287,8,3.0,,2018.0,10.0,1.0,103
A001387333,10557817,08/12/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,20.0,2,2,KR 88 F  - CL 50 A  S 02,-74.18170773,4.63311775800003,7,2.0,,2017.0,10.0,3.0,157
A001342420,10550483,24/09/21,1,2.0,CICLISTA,HERIDO,MASCULINO,51.0,2,1,KR 7  - CL 26   20,-74.069490145,4.61281108600002,3,2.0,,,13.0,0.0,157
A001389379,10559941,30/12/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,44.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 16 B  02,-74.137,4.658,8,1.0,,2019.0,1.0,3.0,102
A001341636,10549346,11/09/21,1,,PEATON,HERIDO,FEMENINO,27.0,2,2,CL 85  - KR 11   02,-74.051570764,4.66801044099998,2,2.0,,,,,409
A001513438,10580195,08/09/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,1,3,CL 24  - KR 121 A  02,-74.14974971172,4.69364371439,9,,1.0,2020.0,8.0,2.0,157
A001389273,10559868,29/12/21,1,,PEATON,HERIDO,MASCULINO,39.0,2,2,KR 116 B  - CL 77   02,-74.124620662,4.71740653699999,10,4.0,,,,,112
A001298497,10538832,26/04/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,1,CL 46 S- KR 22 B 49,-74.1262450781148,4.57414391741994,18,2.0,,2021.0,10.0,3.0,142
A001514280,10581823,29/09/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,16.0,2,1,CL 67  S- KR 71 G  02,-74.164685821,4.58498383300002,19,2.0,,2018.0,10.0,3.0,103
A001389594,10560677,13/01/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,27.0,2,4,AV AVENIDA DE LAS AMERICAS - KR 68 F  02,-74.128041188,4.6290419,8,1.0,,2014.0,2.0,2.0,143
A001296898,10537069,03/04/21,4,1.0,ACOMPANANTE,HERIDO,FEMENINO,49.0,2,1,AV AVENIDA PRIMERO DE MAYO - CL 40 B S 15,-74.153,4.617,8,4.0,,2019.0,10.0,3.0,121
A001511372,10578344,13/08/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,1,KR 86  - CL 9   02,-74.149,4.65,8,2.0,,2022.0,10.0,3.0,142
A001234851,10529454,18/12/20,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,AV AVENIDA PRIMERO DE MAYO-CL 45 S 02,0.0,0.0,8,2.0,0.0,2018.0,10.0,3.0,157
A001395658,10566291,20/03/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,32.0,2,1,KR 30  - CL 72   02,-74.073,4.668,12,1.0,,2015.0,1.0,2.0,121
A001301976,10543554,02/07/21,1,2.0,CONDUCTOR,HERIDO,MASCULINO,68.0,1,1,AV AVENIDA CIUDAD DE QUITO - CL 94   02,-74.0549999999999,4.68100000000004,2,1.0,1.0,2014.0,5.0,3.0,114
A001347131,10554726,09/11/21,1,1.0,PASAJERO,HERIDO,FEMENINO,20.0,2,6,TV 60  - CL 106   02,-74.067030067,4.69339286399997,11,1.0,,2020.0,2.0,2.0,157
A001447356,10567900,05/04/22,2,3.0,CONDUCTOR,ILESO,MASCULINO,25.0,2,1,CL 78  S- KR 88 P  02,-74.204,4.623,7,1.0,,2014.0,2.0,2.0,157
A001514487,10580946,20/09/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,23.0,1,1,KR 82  - CL 38 D  S 02,-74.163,4.632,8,2.0,1.0,1977.0,5.0,2.0,157
A001513010,10579665,30/08/22,2,3.0,CONDUCTOR,ILESO,MASCULINO,40.0,2,1,KR 68  - CL 43  S 02,-74.136798386,4.59685844699999,16,1.0,,2017.0,1.0,2.0,121
A001303265,10540314,20/05/21,0,1.0,CICLISTA,MUERTO,MASCULINO,45.0,1,1,TV 86  - CL 99 A  02,-74.092747822,4.71506749100007,11,,1.0,,13.0,0.0,157
A001393686,10564418,28/02/22,0,1.0,CICLISTA,HERIDO,MASCULINO,57.0,2,1,CL 63  S- KR 17   02,-74.138036688,4.556849363,19,2.0,,,13.0,0.0,139
A001344212,10551423,02/10/21,1,,PEATON,HERIDO,MASCULINO,57.0,2,2,TV 60  - DG 70  S 02,-74.166854194,4.57802389700003,19,2.0,,,,,112
A001343117,10552071,06/10/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,KR 36 A  - CL 63 A  02,-74.080349292,4.65346749000003,12,1.0,,2019.0,10.0,3.0,105
A001348547,10555532,18/11/21,1,,PEATON,HERIDO,FEMENINO,22.0,2,2,CL 23  S- KR 9 A  02,-74.095761653,4.57386549300003,4,2.0,,,,,411
A001514467,10581018,18/09/22,0,1.0,CICLISTA,HERIDO,MASCULINO,49.0,2,1,CL 43  S- KR 86   02,-74.171326794,4.62876737300002,8,3.0,,,13.0,0.0,142
A001392765,10564936,06/03/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,66.0,2,1,KR 19 C  - CL 55  S 02,-74.134263845,4.56849100099998,6,1.0,,2008.0,1.0,2.0,142
A001342783,10550008,20/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,2,1,CL 61  S- TV 20 D  02,-74.144594171536,4.56786982779472,19,1.0,,2013.0,1.0,3.0,134
A001452941,10573354,10/06/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,29.0,2,1,KR 14  - CL 10   02,-74.081329892,4.60096886100001,3,1.0,,1999.0,1.0,3.0,142
A001451092,10571510,20/05/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,2,1,KR 79  - CL 41 F  S 02,-74.161,4.62,8,1.0,,2016.0,10.0,3.0,157
A001184015,10523189,14/10/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,28.0,1,1,CL 50A-KR 5Z S 02,0.0,0.0,18,1.0,1.0,2014.0,2.0,2.0,0
A001304423,10544889,19/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,56.0,2,1,AV AVENIDA DE LAS AMERICAS - KR 68   02,-74.1222373959999,4.62909277400007,16,2.0,,2011.0,6.0,3.0,121
A001343191,10550351,21/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,43.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 69  S 02,-74.193107395,4.614905133,7,1.0,,2012.0,1.0,3.0,103
A001348195,10555156,12/11/21,2,2.0,ACOMPANANTE,HERIDO,MASCULINO,30.0,2,1,CL 134  - KR 53 B  02,-74.055570201,4.729831128,11,2.0,,,13.0,0.0,157
A001447572,10572328,30/05/22,1,2.0,CICLISTA,HERIDO,MASCULINO,19.0,2,1,AV AVENIDA BOYACA - CL 65 A  S 02,-74.156,4.592,19,2.0,,,13.0,0.0,142
A001390206,10560540,12/01/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,46.0,2,1,DG 98 C  - KR 5 B  E 02,-74.020339386,4.67203328300002,5,3.0,,1973.0,4.0,3.0,121
A001449769,10574520,24/06/22,0,1.0,CONDUCTOR,ILESO,FEMENINO,37.0,2,1,AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 87 B  02,-74.172,4.632,8,1.0,,2016.0,1.0,3.0,121
A001299549,10539588,10/05/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,60.0,2,1,AV AVENIDA PRIMERO DE MAYO - CL 43 A S 14,-74.1632707389832,4.61483411240148,8,1.0,,2018.0,1.0,2.0,98
A001241904,10534902,06/03/21,1,1.0,PASAJERO,HERIDO,FEMENINO,69.0,2,4,CL 100 - KR 19 A 02,-74.0531397199999,4.68628760500008,1,1.0,,2016.0,2.0,2.0,506
A001448370,10568347,12/04/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,24.0,1,1,KR 60  - CL 63   02,-74.089,4.66,12,1.0,1.0,2021.0,10.0,3.0,139
A001340262,10547745,23/08/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,24.0,2,1,KR 45  - CL 184   02,-74.044385517,4.76159978500004,1,1.0,,2012.0,1.0,3.0,122
A001514007,10580737,14/09/22,1,2.0,CICLISTA,HERIDO,FEMENINO,32.0,2,1,CL 15  - KR 119   02,-74.162994226,4.68041123671,9,2.0,,,13.0,0.0,105
A001298594,10538780,27/04/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,AV AVENIDA DE LAS AMERICAS - KR 40  02,-74.096095573,4.62668408299999,16,1.0,,2021.0,10.0,3.0,157
A001446782,10567417,29/03/22,2,2.0,ACOMPANANTE,MUERTO,FEMENINO,21.0,1,1,KR 30  - CL 32  S 02,-74.117,4.591,15,2.0,1.0,2019.0,10.0,2.0,116
A001386615,10556973,30/11/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,20.0,2,1,KR 5  - CL 46   02,-74.062550211,4.63238486,2,2.0,,1999.0,1.0,3.0,112
A001233870,10527133,22/11/20,3,,PEATON,HERIDO,MASCULINO,12.0,2,2,AV AVENIDA DE LAS AMERICAS-KR 80G 02,0.0,0.0,8,4.0,0.0,,,,157
A001304790,10545308,26/07/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,1,CL 58 D  S- KR 51   02,-74.153096755,4.58150127599998,19,2.0,,2021.0,10.0,3.0,122
A001453139,10572961,05/06/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,20.0,2,1,CL 49 B BIS S- KR 5 U  02,-74.117,4.555,18,2.0,,2017.0,10.0,3.0,127
A001233864,10527505,26/11/20,0,2.0,MOTOCICLISTA,HERIDO,MASCULINO,30.0,1,1,AC 26-KR 69A 02,0.0,0.0,9,2.0,1.0,2018.0,10.0,3.0,157
A001391750,10563514,20/02/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,1,2,KR 14  - CL 63   02,-74.064424111,4.649780012,2,2.0,1.0,2021.0,10.0,3.0,411
A001453345,10573454,13/06/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,59.0,2,1,AU SUR - KR 67   02,-74.158,4.596,7,1.0,,2011.0,1.0,3.0,98
A001456128,10576839,25/07/22,3,3.0,CONDUCTOR,ILESO,MASCULINO,42.0,1,1,CL 17  - KR 82   02,-74.135,4.658,9,1.0,1.0,2006.0,8.0,2.0,157
A001343980,10551026,30/09/21,1,2.0,CONDUCTOR,ILESO,FEMENINO,54.0,2,1,CL 40  S- KR 72 I  33,-74.147076605,4.60792668599998,8,2.0,,2019.0,1.0,3.0,105
A001297353,10537964,15/04/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,53.0,2,1,KR 80 - CL 69 A 02,-74.103934792,4.689330025,10,3.0,,2008.0,1.0,3.0,112
A001394507,10565117,08/03/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,27.0,2,1,KR 70 D  - CL 64   02,-74.100126562,4.67447411500001,10,2.0,,2021.0,10.0,3.0,112
A001346213,10553628,26/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,27.0,2,2,CL 139  - KR 111 D  02,-74.102553632,4.74310615800005,11,1.0,,1985.0,1.0,3.0,157
A001234339,10528058,29/11/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,53.0,2,2,AV AVENIDA DE LAS AMERICAS-KR 83 02,0.0,0.0,8,1.0,0.0,2010.0,1.0,2.0,411
A001300932,10541694,08/06/21,1,1.0,PASAJERO,HERIDO,FEMENINO,60.0,2,4,AV AVENIDA CARACAS - CL 50   02,-74.066615017,4.63747587900002,2,1.0,,,0.0,0.0,157
A001388147,10560846,21/01/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,35.0,1,1,KR 14  - CL 9   02,-74.0824511879999,4.60017714100007,3,,1.0,2007.0,1.0,3.0,106
A001302277,10544296,13/07/21,1,2.0,MOTOCICLISTA,HERIDO,FEMENINO,22.0,2,1,TV 73 B  - CL 60  S 02,-74.171954732,4.592172624,19,3.0,,2021.0,10.0,3.0,157
A001391108,10561907,28/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,KR 19  - CL 13   02,-74.075,4.608,14,2.0,,2013.0,10.0,3.0,127
A001339611,10546941,12/08/21,4,1.0,ACOMPANANTE,HERIDO,FEMENINO,5.0,2,1,DG 16 B B - KR 100   73,-74.150525089,4.670258289,9,3.0,,2020.0,1.0,3.0,112
A001388897,10559577,25/12/21,1,2.0,MOTOCICLISTA,HERIDO,FEMENINO,46.0,2,1,CL 145  - KR 92   02,-74.085719126,4.73824733800001,11,1.0,,2019.0,10.0,3.0,114
A001303792,10540500,24/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,62.0,2,1,KR 50  - CL 97   02,-74.061827143,4.68487711400007,12,1.0,,2016.0,1.0,3.0,103
A001298651,10539726,13/05/21,0,1.0,CICLISTA,HERIDO,MASCULINO,32.0,2,1,DG 44 S- TV 74 A 02,-74.1611964588383,4.61017068456494,8,1.0,,,13.0,0.0,142
A001237538,10533592,18/02/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,27.0,1,1,AU NORTE - CL 170  02,-74.046355337,4.75148929700003,1,1.0,1.0,2020.0,4.0,2.0,139
A001302517,10543910,06/07/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,31.0,2,1,CL 146  - KR 21   02,-74.047803682,4.72854541300001,1,2.0,,2018.0,10.0,3.0,112
A001241145,10534308,27/02/21,1,2.0,CONDUCTOR,HERIDO,MASCULINO,65.0,2,1,KR 86 BIS - CL 43 S 02,-74.175153586,4.63581030699999,8,2.0,,2013.0,1.0,2.0,142
A001393292,10564304,23/02/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,29.0,2,1,CL 81  S- KR 4   02,-74.106899455,4.509150905,5,1.0,,2016.0,1.0,2.0,127
A001297328,10537393,07/04/21,1,2.0,CICLISTA,HERIDO,MASCULINO,39.0,2,1,AV AVENIDA PRIMERO DE MAYO - CL 26 S 02,-74.142,4.619,8,1.0,,,13.0,0.0,102
A001449339,10569440,27/04/22,1,2.0,CONDUCTOR,HERIDO,MASCULINO,33.0,2,1,KR 78 C  - CL 70  S 02,-74.192,4.602,7,2.0,,2015.0,5.0,3.0,138
A001241013,10534297,27/02/21,1,,PEATON,MUERTO,MASCULINO,31.0,1,2,CL 61 S- KR 23  02,-74.147735928,4.56768432300004,19,1.0,1.0,,,,157
A001234092,10527707,27/11/20,1,,PEATON,HERIDO,FEMENINO,6.0,2,2,KR 82-CL 22 02,-74.1284,4.6641,9,1.0,0.0,,,,142
A001393836,10564781,05/03/22,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,37.0,1,1,KR 60  - CL 116   02,-74.07,4.7,11,2.0,2.0,2021.0,5.0,3.0,112
A001394072,10564682,03/03/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,20.0,2,1,CL 127 C  - KR 5 A  02,-74.026533069,4.705374386,1,1.0,,2013.0,10.0,3.0,139
A001298768,10539014,30/04/21,1,2.0,CICLISTA,HERIDO,MASCULINO,19.0,2,1,CL 44  - KR 33  S 02,-74.133987619,4.58551487300002,6,2.0,,,13.0,0.0,142
A001235188,10529987,26/12/20,1,1.0,PASAJERO,HERIDO,MASCULINO,46.0,2,6,CL 49-KR 90A S 02,-74.1804,4.6355,7,1.0,0.0,2008.0,2.0,2.0,506
A001301563,10542116,17/06/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,41.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 63   02,-74.11445012,4.68396539000003,10,1.0,,2021.0,10.0,3.0,115
A001339817,10547111,17/08/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,34.0,2,1,KR 24  - CL 66   40,-74.070478964,4.65750297599999,12,5.0,,2002.0,7.0,2.0,121
A001395959,10566813,26/03/22,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,31.0,2,1,AV AVENIDA DE LAS AMERICAS - KR 80   02,-74.155,4.632,8,3.0,,2008.0,7.0,2.0,142
A001455781,10575527,09/07/22,4,1.0,PASAJERO,MUERTO,FEMENINO,22.0,1,1,CL 13  - KR 39   02,-74.099,4.621,16,4.0,1.0,2014.0,1.0,2.0,121
A001389272,10559922,31/12/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,30.0,2,1,CL 17  - KR 120   02,-74.157636066,4.68561784799999,9,2.0,,2021.0,10.0,3.0,127
A001236436,10529815,23/12/20,1,,PEATON,HERIDO,FEMENINO,73.0,2,2,KR 116-CL 22F 02,0.0,0.0,9,1.0,0.0,,,,157
A001185216,10525478,29/10/20,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,1,CL 80-KR 50 02,0.0,0.0,12,2.0,0.0,2019.0,10.0,3.0,132
A001339841,10547018,16/08/21,1,,PEATON,HERIDO,MASCULINO,22.0,2,2,CL 58 N  S- KR 78 H BIS  02,-74.179077655,4.60558445300006,7,1.0,,,,,157
A001297922,10538037,16/04/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,36.0,2,1,CL 27 - KR 4 A 02,-74.066476726,4.613801749,3,2.0,,2011.0,10.0,3.0,112
A001392206,10562901,08/02/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,39.0,2,6,CL 72  - KR 77 A  02,-74.099857307,4.69120868700003,10,1.0,,2014.0,2.0,2.0,157
A001514626,10582029,29/09/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,KR 80 B  - CL 42 F BIS S 02,-74.164,4.623,8,1.0,,2014.0,10.0,3.0,157
A001389461,10560202,03/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,23.0,2,2,KR 14  - CL 11   02,-74.08112499,4.602205443,14,2.0,,2020.0,10.0,3.0,411
A001450858,10572571,01/06/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,37.0,2,1,KR 112  - CL 69 D  02,-74.131,4.709,10,2.0,,2022.0,10.0,3.0,157
A001449641,10574599,25/06/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,2,1,CL 26  - KR 70   02,-74.11,4.663,9,2.0,,2020.0,10.0,3.0,121
A001183504,10522107,06/10/20,0,1.0,CONDUCTOR,HERIDO,MASCULINO,27.0,2,1,CL 6-KR 69B 02,0.0,0.0,8,3.0,0.0,2002.0,1.0,3.0,121
A001511784,10578325,11/08/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,26.0,2,1,AV AVENIDA BOSA - KR 91   02,-74.192,4.63,7,5.0,,2012.0,9.0,2.0,121
A001514480,10581296,21/09/22,1,2.0,CICLISTA,HERIDO,MASCULINO,57.0,2,1,CL 13  - KR 78 G  02,-74.135,4.65,9,1.0,,,13.0,0.0,121
A001344965,10551854,08/10/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,41.0,2,1,KR 25  - CL 15   02,-74.087293228,4.61213843399997,14,3.0,,2021.0,1.0,3.0,142
A001304567,10544693,18/07/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,28.0,1,2,AV AVENIDA PRIMERO DE MAYO - KR 12 D  81,-74.0996434799999,4.57945488800004,15,2.0,1.0,2019.0,10.0,3.0,409
A001451442,10571461,19/05/22,1,2.0,CICLISTA,HERIDO,MASCULINO,17.0,2,1,KR 104  - CL 80   02,-74.115,4.713,10,2.0,,,13.0,0.0,142
A001304527,10545480,28/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,34.0,2,2,CL 170  - KR 7   02,-74.024247723,4.74718619100003,1,1.0,,2015.0,2.0,2.0,134
A001347360,10554428,04/11/21,1,,PEATON,HERIDO,MASCULINO,30.0,2,2,CL 17  - KR 100   02,-74.1460053069207,4.67299381216129,9,2.0,,,,,157
A001240061,10532680,06/02/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,52.0,2,1,CL 41 S- KR 3 C E 3,-74.093500039,4.55025505999998,4,1.0,,2019.0,1.0,3.0,123
A001235549,10529447,18/12/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,46.0,2,1,CL 64-KR 20 S 02,0.0,0.0,19,2.0,0.0,1995.0,1.0,3.0,112
A001395754,10566364,19/03/22,1,2.0,CICLISTA,MUERTO,MASCULINO,41.0,1,1,CL 6  - KR 18   02,-74.088050765,4.59960829300002,14,,1.0,,13.0,0.0,103
A001183214,10522280,06/10/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,37.0,2,1,CL 17-KR 129 11,0.0,0.0,9,1.0,0.0,2021.0,2.0,2.0,203
A001390439,10560881,19/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,2,AV AVENIDA CIUDAD DE CALI - CL 93   02,-74.095,4.72,11,4.0,,,10.0,3.0,93
A001299433,10539237,05/05/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,40.0,2,1,KR 45 - CL 127 B BIS 02,-74.0528729589951,4.71038599590341,1,2.0,,2019.0,10.0,3.0,103
A001240058,10532636,06/02/21,1,,PEATON,MUERTO,,,1,2,AV AVENIDA CARACAS - CL 3  58,-74.0860984729999,4.59496279900003,3,,1.0,,,,409
A001345593,10552501,17/10/21,1,,PEATON,MUERTO,,,1,2,AK 10  - CL 12   02,-74.077320298,4.60083385300004,17,1.0,1.0,,,,411
A001344421,10551464,05/10/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,65.0,2,1,CL 1 B  - KR 29 B  02,-74.103992716,4.59846743200001,14,2.0,,2014.0,1.0,3.0,112
A001347708,10555192,12/11/21,0,1.0,CICLISTA,HERIDO,FEMENINO,32.0,2,1,CL 2  - KR 90 A  47,-74.164038332,4.64581639800002,8,1.0,,,13.0,0.0,122
A001390496,10561724,27/01/22,1,2.0,CICLISTA,HERIDO,FEMENINO,36.0,2,1,CL 23  - KR 26   02,-74.081,4.62,14,1.0,,,13.0,0.0,112
A001348544,10555940,22/11/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,20.0,2,3,AV AVENIDA BOYACA - CL 8   02,-74.137125449,4.636876046,8,1.0,,2021.0,10.0,3.0,157
A001455861,10576021,14/07/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,44.0,2,1,CL 27  S- KR 3   02,-74.093739156,4.56841975899999,4,2.0,,2013.0,1.0,2.0,112
A001394895,10565949,17/03/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,33.0,2,1,KR 69  - CL 65   02,-74.093255435,4.674514902,10,2.0,,2019.0,10.0,2.0,112
A001386477,10557110,28/11/21,1,2.0,CONDUCTOR,HERIDO,MASCULINO,41.0,2,1,KR 10  - CL 11  S 02,-74.089951137,4.58158772399997,4,10.0,,2009.0,1.0,2.0,121
A001344863,10551812,08/10/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,26.0,2,1,KR 19 A  - CL 63 C  02,-74.069077621,4.65318555900001,12,2.0,,2017.0,10.0,3.0,112
A001392979,10563482,18/02/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,56.0,2,1,KR 30  - CL 57 A  02,-74.079,4.647,13,4.0,,2010.0,1.0,2.0,103
A001341444,10548611,02/09/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,32.0,1,2,TV 44  - CL 50  S 46,-74.137416846,4.59027636300004,6,2.0,1.0,2021.0,10.0,3.0,157
A001237538,10533592,18/02/21,2,1.0,ACOMPANANTE,MUERTO,FEMENINO,17.0,1,1,AU NORTE - CL 170  02,-74.046355337,4.75148929700003,1,1.0,1.0,2012.0,10.0,3.0,98
A001339558,10546794,12/08/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,42.0,1,1,TV 78 H  - AV AVENIDA CIUDAD DE VILLAVICENCIO  02,-74.162587504,4.61516836600003,8,,1.0,1975.0,9.0,3.0,157
A001235177,10528489,09/12/20,0,3.0,CONDUCTOR,ILESO,MASCULINO,48.0,2,1,KR 14-CL 63 S 02,0.0,0.0,5,1.0,0.0,2017.0,1.0,2.0,121
A001392086,10563384,15/02/22,1,2.0,MOTOCICLISTA,HERIDO,FEMENINO,31.0,2,1,CL 63  S- KR 89 B  02,-74.196,4.629,7,2.0,,2018.0,10.0,3.0,142
A001339718,10546952,14/08/21,1,1.0,ACOMPANANTE,HERIDO,FEMENINO,20.0,2,2,KR 10  - CL 12   02,-74.077320298,4.60083385299998,17,3.0,,2013.0,10.0,3.0,301
A001305831,10546265,06/08/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,22.0,1,1,KR 10  - CL 2  S 9,-74.0864692979999,4.58676310500004,4,1.0,1.0,2008.0,1.0,2.0,121
A001511558,10578081,09/08/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,KR 79 B  - CL 54 B  S 02,-74.171,4.614,8,3.0,,2018.0,10.0,3.0,157
A001300692,10541832,10/06/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,54.0,2,1,CL 134 A  - KR 17   02,-74.044637056,4.71827329799999,1,1.0,,2017.0,1.0,3.0,112
A001343692,10550859,30/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,42.0,2,1,CL 6  - KR 22   02,-74.091939863,4.60235980900001,14,1.0,,2006.0,4.0,2.0,98
A001300065,10540868,30/05/21,1,1.0,ACOMPANANTE,HERIDO,FEMENINO,19.0,1,2,CL 44 BIS S- AV AVENIDA DEL SUR  02,-74.141309803,4.59542632800003,6,3.0,1.0,2021.0,10.0,3.0,411
A001304589,10544668,17/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,30.0,1,1,KR 91  - CL 80  S 02,-74.206620238,4.62389541800007,7,,1.0,2010.0,2.0,2.0,157
A001300282,10541556,07/06/21,1,2.0,CONDUCTOR,,,,2,1,KR 11  - CL 67 A  S 02,-74.117704933,4.530914989,5,1.0,,2016.0,1.0,2.0,93
A001349046,10555927,22/11/21,3,3.0,ACOMPANANTE,HERIDO,FEMENINO,41.0,2,1,CL 59 C  S- KR 87 M  02,-74.191244138,4.62549464900002,7,3.0,,,0.0,0.0,121
A001236248,10530861,12/01/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,37.0,2,1,TV 78 L - CL 69 S 13,-74.1898720275,4.60355242962504,7,1.0,,2016.0,5.0,2.0,141
A001237439,10532930,04/02/21,1,,PEATON,HERIDO,FEMENINO,32.0,2,1,CL 14 B - KR 119 A 02,-74.16573548,4.68015688399998,9,1.0,,,,,157
A001447178,10568176,08/04/22,2,,PEATON,HERIDO,MASCULINO,57.0,2,2,KR 10  - CL 53  S 02,-74.091,4.538,4,2.0,,,,,404
A001455073,10575333,04/07/22,0,1.0,CONDUCTOR,HERIDO,FEMENINO,35.0,2,1,KR 24  - CL 11   02,-74.08971104,4.60788094499998,14,2.0,,2016.0,5.0,3.0,112
A001239901,10532372,03/02/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,62.0,2,1,CL 147 B - KR 91  02,-74.084424715,4.74238718999999,11,1.0,,2000.0,1.0,3.0,157
A001343304,10550370,23/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,52.0,2,1,CL 70  - KR 107 A  02,-74.125098019,4.70496637700001,10,1.0,,2014.0,1.0,2.0,157
